orgImgName,imgName,face_x,face_y,face_w,face_h,eye1_x,eye1_y,eye2_x,eye2_y,occluder_x,occluder_y,occluder_w,occluder_h,occluder_type,occluder_degree,gender,race,orientation,glasses_x,glasses_y,glasses_w,glasses_h
add_27.jpg,train_00000019.jpg,82,91,51,100,95,111,120,107,8,27,44,94,1.0,3.0,1.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
add_28.jpg,train_00000020.jpg,73,39,66,44,95,48,125,50,4,15,59,43,1.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
add_3.jpg,train_00000021.jpg,91,54,41,41,104,63,120,63,3,13,39,38,1.0,3.0,1.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
add_4.jpg,train_00000022.jpg,39,100,98,65,65,116,104,112,3,21,93,62,1.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
add_5.jpg,train_00000023.jpg,45,79,126,94,73,102,130,98,11,58,95,93,2.0,1.0,2.0,1.0,3.0,-1.0,-1.0,-1.0,-1.0
add_6.jpg,train_00000024.jpg,59,73,41,55,71,86,87,82,3,12,36,53,1.0,3.0,1.0,1.0,3.0,-1.0,-1.0,-1.0,-1.0
add_7.jpg,train_00000025.jpg,103,50,41,55,115,62,132,66,3,18,34,54,1.0,3.0,1.0,1.0,3.0,-1.0,-1.0,-1.0,-1.0
add_8.jpg,train_00000026.jpg,113,76,53,79,131,93,153,94,4,24,51,74,1.0,3.0,2.0,1.0,3.0,-1.0,-1.0,-1.0,-1.0
add_9.jpg,train_00000027.jpg,91,51,54,72,99,68,118,67,1,22,47,71,1.0,3.0,2.0,3.0,3.0,-1.0,-1.0,-1.0,-1.0
imple_10049.jpg,train_00000028.jpg,71,39,37,51,85,55,0,-1,4,31,25,50,1.0,2.0,1.0,2.0,1.0,-1.0,-1.0,-1.0,-1.0
imple_10076.jpg,train_00000029.jpg,157,84,10,15,161,88,164,88,1,6,8,14,1.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
imple_10102.jpg,train_00000030.jpg,50,92,26,42,57,105,67,103,3,15,24,41,2.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
imple_10183.jpg,train_00000031.jpg,85,30,51,34,101,38,119,40,3,12,46,33,1.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
imple_10184.jpg,train_00000032.jpg,73,41,51,34,91,49,109,50,4,12,46,34,1.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
imple_10185.jpg,train_00000033.jpg,70,49,55,37,88,59,106,56,7,13,53,35,1.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
imple_10186.jpg,train_00000034.jpg,109,50,54,36,123,57,142,57,5,12,50,35,1.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
imple_10187.jpg,train_00000035.jpg,88,33,37,25,101,39,115,39,3,11,37,24,1.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
imple_10188.jpg,train_00000036.jpg,137,56,31,46,144,68,156,64,4,30,24,46,1.0,2.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
imple_10189.jpg,train_00000037.jpg,83,53,96,64,109,66,149,66,3,22,90,62,1.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
imple_10190.jpg,train_00000038.jpg,97,48,54,36,106,55,126,54,1,10,50,35,1.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
imple_10191.jpg,train_00000039.jpg,92,55,54,36,111,61,131,62,1,9,47,35,1.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
imple_10192.jpg,train_00000040.jpg,95,47,81,54,123,56,152,58,1,14,71,54,1.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
imple_10193.jpg,train_00000041.jpg,87,69,103,68,128,83,167,82,2,19,95,69,1.0,3.0,2.0,2.0,4.0,-1.0,-1.0,-1.0,-1.0
imple_10194.jpg,train_00000042.jpg,104,59,36,24,115,63,130,63,3,7,35,24,1.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
imple_10195.jpg,train_00000043.jpg,106,46,26,18,116,49,126,49,4,5,26,18,1.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
imple_10196.jpg,train_00000044.jpg,97,61,50,75,112,74,134,73,5,20,48,72,1.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
imple_10197.jpg,train_00000045.jpg,82,49,93,62,109,62,151,63,4,19,92,61,1.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
imple_10198.jpg,train_00000046.jpg,106,46,49,33,112,52,130,51,1,7,43,33,1.0,3.0,2.0,2.0,2.0,-1.0,-1.0,-1.0,-1.0
imple_10199.jpg,train_00000047.jpg,112,40,29,20,116,44,126,43,1,5,24,20,1.0,3.0,2.0,2.0,2.0,-1.0,-1.0,-1.0,-1.0
imple_10200.jpg,train_00000048.jpg,87,40,28,42,99,46,107,49,4,11,24,42,1.0,3.0,2.0,2.0,4.0,-1.0,-1.0,-1.0,-1.0
imple_10201.jpg,train_00000049.jpg,99,41,51,34,116,47,134,48,4,8,43,33,1.0,3.0,2.0,2.0,4.0,-1.0,-1.0,-1.0,-1.0
imple_10202.jpg,train_00000050.jpg,116,32,30,20,119,36,129,36,1,6,25,20,1.0,3.0,2.0,2.0,2.0,-1.0,-1.0,-1.0,-1.0
imple_10203.jpg,train_00000051.jpg,118,66,79,52,140,78,167,79,6,18,72,52,1.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
imple_10204.jpg,train_00000052.jpg,97,78,106,71,121,92,164,92,3,22,98,71,1.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
imple_10205.jpg,train_00000053.jpg,104,43,48,32,109,50,119,48,1,8,35,33,1.0,3.0,2.0,2.0,1.0,-1.0,-1.0,-1.0,-1.0
imple_10206.jpg,train_00000054.jpg,120,68,44,66,130,82,142,85,1,18,36,67,1.0,3.0,2.0,2.0,2.0,-1.0,-1.0,-1.0,-1.0
imple_10207.jpg,train_00000055.jpg,106,57,68,45,123,67,145,69,1,14,59,46,1.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
imple_10208.jpg,train_00000056.jpg,90,65,45,30,109,71,120,70,3,9,34,30,1.0,3.0,2.0,2.0,4.0,-1.0,-1.0,-1.0,-1.0
imple_10209.jpg,train_00000057.jpg,108,56,59,39,122,66,146,63,2,10,57,39,1.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
imple_10210.jpg,train_00000058.jpg,118,38,28,19,124,43,134,42,1,6,24,19,1.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
imple_10211.jpg,train_00000059.jpg,136,64,34,51,141,75,156,74,1,15,32,52,1.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
imple_10212.jpg,train_00000060.jpg,105,58,82,55,122,71,155,70,1,17,76,53,1.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
imple_10213.jpg,train_00000061.jpg,131,53,35,53,140,67,153,65,1,15,33,54,1.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
imple_10214.jpg,train_00000062.jpg,70,52,29,44,78,63,90,62,1,14,29,45,1.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
imple_10215.jpg,train_00000063.jpg,66,31,48,32,78,39,96,40,1,10,43,32,1.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
imple_10216.jpg,train_00000064.jpg,50,52,87,58,73,66,108,67,3,18,79,59,1.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
imple_10217.jpg,train_00000065.jpg,115,91,55,37,123,100,145,98,1,10,49,37,1.0,3.0,2.0,2.0,2.0,-1.0,-1.0,-1.0,-1.0
imple_10218.jpg,train_00000066.jpg,110,71,63,42,122,83,148,80,3,11,59,42,1.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
imple_10219.jpg,train_00000067.jpg,116,49,51,34,129,58,150,57,1,10,47,34,1.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
imple_10220.jpg,train_00000068.jpg,116,48,57,38,124,59,142,55,4,8,51,38,1.0,3.0,2.0,2.0,2.0,-1.0,-1.0,-1.0,-1.0
imple_10221.jpg,train_00000069.jpg,109,43,55,37,118,53,137,53,1,11,48,37,1.0,3.0,2.0,2.0,2.0,-1.0,-1.0,-1.0,-1.0
imple_10222.jpg,train_00000070.jpg,85,56,70,46,104,68,134,67,1,15,68,46,1.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
imple_10223.jpg,train_00000071.jpg,90,53,26,17,98,56,109,58,1,5,23,17,1.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
imple_10224.jpg,train_00000072.jpg,130,54,26,39,134,64,142,63,1,12,22,39,1.0,3.0,2.0,2.0,2.0,-1.0,-1.0,-1.0,-1.0
imple_10225.jpg,train_00000073.jpg,92,48,60,81,106,61,129,64,3,23,48,81,1.0,3.0,1.0,2.0,3.0,2.0,6.0,63.0,28.0
imple_10226.jpg,train_00000074.jpg,76,89,65,87,89,108,115,113,2,26,59,85,2.0,3.0,1.0,2.0,2.0,-1.0,-1.0,-1.0,-1.0
imple_10228.jpg,train_00000075.jpg,66,84,97,97,86,104,131,102,4,28,84,95,1.0,3.0,1.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
imple_10229.jpg,train_00000076.jpg,151,63,65,98,162,87,185,81,2,36,61,97,2.0,3.0,1.0,2.0,2.0,-1.0,-1.0,-1.0,-1.0
imple_10230.jpg,train_00000077.jpg,14,34,135,90,68,50,114,56,4,27,112,87,1.0,3.0,1.0,1.0,3.0,29.0,2.0,135.0,76.0
imple_10231.jpg,train_00000078.jpg,38,106,104,69,72,117,108,115,4,21,93,70,1.0,3.0,2.0,2.0,3.0,5.0,10.0,118.0,36.0
imple_10232.jpg,train_00000079.jpg,55,104,137,91,93,117,148,117,1,26,120,91,1.0,3.0,2.0,2.0,3.0,1.0,8.0,183.0,67.0
imple_10233.jpg,train_00000080.jpg,68,51,103,98,94,70,136,70,4,46,87,98,1.0,1.0,2.0,3.0,3.0,-1.0,-1.0,-1.0,-1.0
imple_10234.jpg,train_00000081.jpg,35,40,173,115,76,70,135,70,1,38,136,110,1.0,3.0,1.0,2.0,3.0,21.0,43.0,149.0,44.0
imple_10235.jpg,train_00000082.jpg,73,33,127,84,97,47,142,47,5,44,90,83,1.0,1.0,1.0,3.0,3.0,-1.0,-1.0,-1.0,-1.0
imple_10236.jpg,train_00000083.jpg,74,83,64,82,96,102,124,104,5,22,64,82,1.0,3.0,2.0,3.0,3.0,8.0,4.0,79.0,31.0
imple_10237.jpg,train_00000084.jpg,98,43,45,45,110,52,129,51,4,12,42,46,1.0,3.0,1.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
imple_10239.jpg,train_00000085.jpg,134,63,85,128,161,95,192,95,4,41,76,122,1.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
imple_10240.jpg,train_00000086.jpg,99,81,35,52,111,90,123,90,2,12,31,52,1.0,3.0,1.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
imple_10242.jpg,train_00000087.jpg,97,55,112,168,122,88,167,83,4,50,98,169,1.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
imple_10243.jpg,train_00000088.jpg,13,25,68,103,26,49,55,56,1,30,55,96,1.0,3.0,2.0,3.0,3.0,-1.0,-1.0,-1.0,-1.0
imple_10244.jpg,train_00000089.jpg,73,99,77,116,95,124,127,124,2,32,76,115,1.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
imple_10245.jpg,train_00000090.jpg,85,122,42,28,95,130,112,130,1,8,37,27,1.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
imple_10246.jpg,train_00000091.jpg,75,64,40,27,82,70,91,66,10,1,40,28,1.0,3.0,2.0,3.0,2.0,-1.0,-1.0,-1.0,-1.0
imple_10247.jpg,train_00000092.jpg,129,65,70,105,145,90,175,85,1,31,70,97,1.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
imple_10251.jpg,train_00000093.jpg,13,35,75,113,33,60,62,57,1,28,67,114,1.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
imple_10253.jpg,train_00000094.jpg,57,99,70,105,95,121,-1,-1,8,28,56,107,1.0,3.0,2.0,2.0,5.0,-1.0,-1.0,-1.0,-1.0
imple_10254.jpg,train_00000095.jpg,48,107,137,91,85,126,140,128,4,27,126,91,1.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
imple_10255.jpg,train_00000096.jpg,88,69,64,41,104,76,127,77,2,12,51,42,1.0,3.0,2.0,1.0,3.0,-1.0,-1.0,-1.0,-1.0
imple_10256.jpg,train_00000097.jpg,39,87,128,128,70,110,121,108,5,35,104,127,1.0,3.0,1.0,1.0,3.0,-1.0,-1.0,-1.0,-1.0
imple_10257.jpg,train_00000098.jpg,95,47,49,49,105,55,124,55,1,10,41,50,1.0,3.0,1.0,1.0,3.0,-1.0,-1.0,-1.0,-1.0
imple_10258.jpg,train_00000099.jpg,96,86,37,55,108,97,124,96,1,12,37,56,1.0,3.0,1.0,3.0,3.0,-1.0,-1.0,-1.0,-1.0
imple_10259.jpg,train_00000100.jpg,163,53,47,31,170,61,187,60,4,9,43,31,1.0,3.0,2.0,3.0,2.0,-1.0,-1.0,-1.0,-1.0
imple_10260.jpg,train_00000101.jpg,52,52,139,92,82,76,138,75,4,36,119,90,1.0,3.0,2.0,1.0,3.0,-1.0,-1.0,-1.0,-1.0
imple_10262.jpg,train_00000102.jpg,128,71,79,118,147,100,181,104,1,38,74,119,1.0,3.0,2.0,3.0,3.0,-1.0,-1.0,-1.0,-1.0
imple_10263.jpg,train_00000103.jpg,57,97,92,61,77,113,102,112,1,16,80,62,1.0,3.0,2.0,3.0,3.0,-1.0,-1.0,-1.0,-1.0
imple_10264.jpg,train_00000104.jpg,106,68,84,127,130,98,163,96,1,41,85,129,1.0,3.0,2.0,1.0,3.0,-1.0,-1.0,-1.0,-1.0
imple_10265.jpg,train_00000105.jpg,40,42,52,35,65,49,84,50,8,11,53,35,1.0,3.0,2.0,1.0,3.0,15.0,4.0,54.0,22.0
imple_10268.jpg,train_00000106.jpg,18,64,54,82,39,83,62,89,1,20,50,79,1.0,3.0,2.0,1.0,3.0,-1.0,-1.0,-1.0,-1.0
imple_10269.jpg,train_00000107.jpg,90,83,88,132,111,113,149,99,5,30,86,134,1.0,3.0,1.0,1.0,3.0,-1.0,-1.0,-1.0,-1.0
imple_10270.jpg,train_00000108.jpg,5,36,209,139,58,66,142,65,4,37,200,140,1.0,3.0,1.0,1.0,3.0,-1.0,-1.0,-1.0,-1.0
imple_10272.jpg,train_00000109.jpg,50,63,86,119,84,98,115,96,5,41,84,117,1.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
imple_10273.jpg,train_00000110.jpg,107,61,37,55,120,78,137,77,3,19,37,55,1.0,3.0,1.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
imple_10274.jpg,train_00000111.jpg,116,78,39,58,123,99,131,85,7,9,40,58,1.0,3.0,1.0,1.0,2.0,-1.0,-1.0,-1.0,-1.0
imple_10275.jpg,train_00000112.jpg,106,77,30,45,109,88,119,84,2,12,28,46,1.0,3.0,1.0,2.0,2.0,-1.0,-1.0,-1.0,-1.0
imple_10276.jpg,train_00000113.jpg,100,97,54,36,111,104,129,106,4,8,43,34,1.0,3.0,1.0,2.0,2.0,-1.0,-1.0,-1.0,-1.0
imple_10277.jpg,train_00000114.jpg,43,77,82,122,83,102,112,104,12,26,81,124,1.0,3.0,2.0,3.0,3.0,-1.0,-1.0,-1.0,-1.0
imple_10278.jpg,train_00000115.jpg,99,74,37,24,109,82,125,82,5,10,30,24,1.0,3.0,2.0,1.0,3.0,-1.0,-1.0,-1.0,-1.0
imple_10280.jpg,train_00000116.jpg,39,24,140,93,85,50,145,45,17,28,140,90,1.0,3.0,1.0,1.0,3.0,28.0,58.0,153.0,33.0
imple_10282.jpg,train_00000117.jpg,115,34,33,50,125,51,137,50,4,20,32,47,1.0,3.0,2.0,3.0,3.0,-1.0,-1.0,-1.0,-1.0
imple_10283.jpg,train_00000118.jpg,53,46,49,74,65,79,80,62,7,34,47,72,1.0,3.0,2.0,3.0,3.0,-1.0,-1.0,-1.0,-1.0
imple_10285.jpg,train_00000119.jpg,41,37,82,55,60,52,93,52,1,40,68,54,1.0,1.0,1.0,1.0,3.0,-1.0,-1.0,-1.0,-1.0
imple_10286.jpg,train_00000120.jpg,54,37,105,70,78,51,119,55,1,22,90,68,1.0,3.0,1.0,2.0,3.0,4.0,16.0,114.0,40.0
imple_10287.jpg,train_00000121.jpg,57,47,72,48,79,60,107,60,4,25,65,48,1.0,2.0,1.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
imple_10288.jpg,train_00000122.jpg,115,38,73,110,134,64,169,64,2,36,71,113,1.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
imple_10289.jpg,train_00000123.jpg,61,36,84,84,87,57,123,57,7,29,83,84,2.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
imple_10291.jpg,train_00000124.jpg,135,40,79,117,154,66,185,63,1,36,76,119,1.0,3.0,2.0,1.0,3.0,-1.0,-1.0,-1.0,-1.0
imple_10292.jpg,train_00000125.jpg,38,46,108,72,77,64,121,60,18,28,109,70,1.0,3.0,1.0,1.0,4.0,-1.0,-1.0,-1.0,-1.0
imple_10293.jpg,train_00000126.jpg,96,62,116,77,122,79,168,77,2,25,104,78,1.0,3.0,2.0,3.0,3.0,1.0,7.0,140.0,54.0
imple_10294.jpg,train_00000127.jpg,10,53,76,115,32,78,60,77,4,31,69,115,1.0,3.0,2.0,3.0,3.0,-1.0,-1.0,-1.0,-1.0
imple_10296.jpg,train_00000128.jpg,89,97,58,39,104,106,126,106,1,11,50,39,1.0,3.0,2.0,3.0,3.0,-1.0,-1.0,-1.0,-1.0
imple_10297.jpg,train_00000129.jpg,14,88,64,48,35,99,60,103,1,16,54,48,1.0,3.0,2.0,1.0,3.0,-1.0,-1.0,-1.0,-1.0
imple_10298.jpg,train_00000130.jpg,65,123,102,68,92,138,134,136,3,20,94,70,1.0,3.0,2.0,3.0,3.0,-1.0,-1.0,-1.0,-1.0
imple_10299.jpg,train_00000131.jpg,65,67,116,77,99,89,149,88,5,22,106,77,1.0,3.0,2.0,3.0,3.0,4.0,26.0,148.0,39.0
imple_10300.jpg,train_00000132.jpg,84,29,57,38,98,38,121,36,2,11,54,39,1.0,3.0,2.0,3.0,3.0,5.0,6.0,72.0,23.0
imple_10301.jpg,train_00000133.jpg,120,67,62,94,141,84,166,83,3,22,60,94,1.0,3.0,2.0,3.0,3.0,1.0,5.0,84.0,29.0
imple_10302.jpg,train_00000134.jpg,122,50,35,53,131,62,145,60,1,13,33,53,1.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
imple_10304.jpg,train_00000135.jpg,92,57,46,30,102,64,121,64,3,9,41,30,1.0,3.0,2.0,2.0,3.0,3.0,8.0,55.0,20.0
imple_10306.jpg,train_00000136.jpg,92,21,73,48,103,41,130,33,7,19,68,49,1.0,3.0,1.0,1.0,3.0,-1.0,-1.0,-1.0,-1.0
imple_10307.jpg,train_00000137.jpg,34,83,151,101,81,111,151,104,5,38,150,101,1.0,3.0,2.0,1.0,3.0,-1.0,-1.0,-1.0,-1.0
imple_10308.jpg,train_00000138.jpg,116,47,69,46,127,64,153,55,5,17,68,46,1.0,3.0,1.0,3.0,3.0,-1.0,-1.0,-1.0,-1.0
imple_10310.jpg,train_00000139.jpg,34,52,28,19,42,56,52,56,1,5,25,19,1.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
imple_10311.jpg,train_00000140.jpg,76,31,60,40,99,38,123,45,1,12,57,40,1.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
imple_10312.jpg,train_00000141.jpg,59,58,110,73,88,75,129,78,2,25,99,73,1.0,3.0,2.0,1.0,3.0,-1.0,-1.0,-1.0,-1.0
imple_10314.jpg,train_00000142.jpg,71,116,87,58,95,126,129,127,4,19,76,59,1.0,3.0,2.0,1.0,3.0,-1.0,-1.0,-1.0,-1.0
imple_10315.jpg,train_00000143.jpg,59,72,26,21,68,77,77,77,2,8,24,22,1.0,3.0,2.0,1.0,3.0,-1.0,-1.0,-1.0,-1.0
imple_10316.jpg,train_00000144.jpg,39,52,53,35,56,61,72,64,2,12,38,35,1.0,3.0,1.0,2.0,3.0,12.0,9.0,44.0,26.0
imple_10318.jpg,train_00000145.jpg,106,11,51,21,114,18,127,17,3,7,39,22,1.0,3.0,2.0,2.0,2.0,-1.0,-1.0,-1.0,-1.0
imple_10328.jpg,train_00000146.jpg,27,61,54,82,41,84,62,79,1,30,46,81,1.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
imple_10329.jpg,train_00000147.jpg,87,49,95,63,109,70,146,67,3,23,87,63,1.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
imple_10332.jpg,train_00000148.jpg,87,88,39,58,97,105,111,107,1,23,36,58,1.0,3.0,2.0,3.0,3.0,-1.0,-1.0,-1.0,-1.0
imple_10335.jpg,train_00000149.jpg,153,37,71,47,173,45,200,45,3,9,69,46,1.0,3.0,1.0,1.0,3.0,10.0,5.0,74.0,21.0
imple_10338.jpg,train_00000150.jpg,44,45,68,45,96,65,109,67,2,17,65,46,1.0,3.0,2.0,1.0,3.0,-1.0,-1.0,-1.0,-1.0
imple_10340.jpg,train_00000151.jpg,67,86,25,38,69,97,76,95,2,13,19,39,1.0,3.0,1.0,1.0,3.0,-1.0,-1.0,-1.0,-1.0
imple_10346.jpg,train_00000152.jpg,42,35,40,61,52,55,70,54,1,18,39,61,1.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
imple_10352.jpg,train_00000153.jpg,113,28,49,74,126,45,145,46,1,20,40,74,1.0,3.0,2.0,1.0,3.0,-1.0,-1.0,-1.0,-1.0
imple_10358.jpg,train_00000154.jpg,102,83,60,90,118,100,142,100,4,29,57,93,1.0,3.0,1.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
imple_10360.jpg,train_00000155.jpg,95,77,84,127,126,107,158,113,1,33,83,128,1.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
imple_10361.jpg,train_00000156.jpg,10,19,37,56,35,36,41,39,7,17,32,57,1.0,3.0,2.0,2.0,4.0,-1.0,-1.0,-1.0,-1.0
imple_10362.jpg,train_00000157.jpg,24,29,45,49,51,47,62,50,2,14,38,47,1.0,3.0,2.0,2.0,4.0,-1.0,-1.0,-1.0,-1.0
imple_10363.jpg,train_00000158.jpg,74,78,57,52,89,93,116,95,1,20,50,53,1.0,3.0,2.0,3.0,3.0,-1.0,-1.0,-1.0,-1.0
imple_10364.jpg,train_00000159.jpg,51,69,142,101,145,99,167,93,26,32,138,102,1.0,3.0,2.0,3.0,5.0,-1.0,-1.0,-1.0,-1.0
imple_10365.jpg,train_00000160.jpg,115,61,65,98,126,84,149,85,2,32,57,97,1.0,3.0,2.0,1.0,2.0,5.0,8.0,70.0,28.0
imple_10366.jpg,train_00000161.jpg,36,38,73,55,86,55,95,50,17,15,69,55,2.0,3.0,1.0,2.0,5.0,-1.0,-1.0,-1.0,-1.0
imple_10367.jpg,train_00000162.jpg,87,41,50,71,120,60,126,58,4,21,44,71,2.0,3.0,1.0,2.0,5.0,-1.0,-1.0,-1.0,-1.0
imple_10368.jpg,train_00000163.jpg,34,64,59,88,71,84,-1,-1,14,22,54,89,2.0,3.0,1.0,2.0,5.0,-1.0,-1.0,-1.0,-1.0
imple_10371.jpg,train_00000164.jpg,123,86,74,53,144,95,167,104,1,12,61,53,1.0,3.0,1.0,1.0,3.0,-1.0,-1.0,-1.0,-1.0
imple_10372.jpg,train_00000165.jpg,104,117,87,58,129,137,166,140,1,22,87,58,1.0,3.0,1.0,1.0,3.0,-1.0,-1.0,-1.0,-1.0
