orgImgName,imgName,face_bbx,left_eye_pos,right_eye_pos,occluder_bbx,occluder_type,occluder_degree,face_gender,face_race,face_orientation,glasses_bbx
imple_10183.jpg,train_00000031.jpg,"116.0, 62.0, 70.0, 70.0","138.0, 78.0","162.0, 82.0","4.0, 24.0, 63.0, 68.0",1.0,3.0,2.0,2.0,3.0,"-1.0, -1.0, -1.0, -1.0"
imple_10184.jpg,train_00000032.jpg,"99.0, 83.0, 70.0, 70.0","124.0, 101.0","148.0, 103.0","6.0, 25.0, 63.0, 69.0",1.0,3.0,2.0,2.0,3.0,"-1.0, -1.0, -1.0, -1.0"
imple_10185.jpg,train_00000033.jpg,"95.0, 101.0, 75.0, 75.0","120.0, 121.0","145.0, 115.0","10.0, 27.0, 72.0, 72.0",1.0,3.0,2.0,2.0,3.0,"-1.0, -1.0, -1.0, -1.0"
imple_10186.jpg,train_00000034.jpg,"148.0, 103.0, 73.0, 73.0","168.0, 117.0","193.0, 116.0","7.0, 25.0, 68.0, 71.0",1.0,3.0,2.0,2.0,3.0,"-1.0, -1.0, -1.0, -1.0"
imple_10187.jpg,train_00000035.jpg,"120.0, 68.0, 51.0, 51.0","137.0, 80.0","156.0, 80.0","4.0, 22.0, 50.0, 50.0",1.0,3.0,2.0,2.0,3.0,"-1.0, -1.0, -1.0, -1.0"
imple_10188.jpg,train_00000036.jpg,"187.0, 51.0, 42.0, 42.0","196.0, 62.0","212.0, 58.0","5.0, 27.0, 33.0, 42.0",1.0,2.0,2.0,2.0,3.0,"-1.0, -1.0, -1.0, -1.0"
imple_10189.jpg,train_00000037.jpg,"113.0, 109.0, 131.0, 131.0","148.0, 135.0","203.0, 134.0","4.0, 46.0, 123.0, 127.0",1.0,3.0,2.0,2.0,3.0,"-1.0, -1.0, -1.0, -1.0"
imple_10190.jpg,train_00000038.jpg,"132.0, 98.0, 73.0, 73.0","145.0, 112.0","172.0, 111.0","2.0, 21.0, 68.0, 72.0",1.0,3.0,2.0,2.0,3.0,"-1.0, -1.0, -1.0, -1.0"
imple_10191.jpg,train_00000039.jpg,"125.0, 113.0, 74.0, 74.0","151.0, 125.0","178.0, 127.0","1.0, 19.0, 64.0, 72.0",1.0,3.0,2.0,2.0,3.0,"-1.0, -1.0, -1.0, -1.0"
imple_10192.jpg,train_00000040.jpg,"129.0, 96.0, 110.0, 110.0","167.0, 115.0","207.0, 118.0","1.0, 29.0, 96.0, 111.0",1.0,3.0,2.0,2.0,3.0,"-1.0, -1.0, -1.0, -1.0"
imple_10193.jpg,train_00000041.jpg,"119.0, 142.0, 140.0, 140.0","174.0, 169.0","227.0, 168.0","3.0, 39.0, 129.0, 141.0",1.0,3.0,2.0,2.0,4.0,"-1.0, -1.0, -1.0, -1.0"
imple_10194.jpg,train_00000042.jpg,"142.0, 120.0, 49.0, 49.0","157.0, 129.0","177.0, 129.0","4.0, 14.0, 47.0, 50.0",1.0,3.0,2.0,2.0,3.0,"-1.0, -1.0, -1.0, -1.0"
imple_10195.jpg,train_00000043.jpg,"145.0, 94.0, 36.0, 36.0","158.0, 101.0","172.0, 101.0","5.0, 10.0, 35.0, 36.0",1.0,3.0,2.0,2.0,3.0,"-1.0, -1.0, -1.0, -1.0"
imple_10196.jpg,train_00000044.jpg,"132.0, 55.0, 68.0, 68.0","153.0, 67.0","182.0, 66.0","7.0, 18.0, 65.0, 65.0",1.0,3.0,2.0,2.0,3.0,"-1.0, -1.0, -1.0, -1.0"
imple_10197.jpg,train_00000045.jpg,"112.0, 100.0, 126.0, 126.0","149.0, 126.0","206.0, 129.0","6.0, 38.0, 125.0, 125.0",1.0,3.0,2.0,2.0,3.0,"-1.0, -1.0, -1.0, -1.0"
imple_10198.jpg,train_00000046.jpg,"145.0, 94.0, 67.0, 67.0","153.0, 107.0","177.0, 104.0","2.0, 15.0, 58.0, 67.0",1.0,3.0,2.0,2.0,2.0,"-1.0, -1.0, -1.0, -1.0"
imple_10199.jpg,train_00000047.jpg,"153.0, 81.0, 40.0, 40.0","158.0, 89.0","172.0, 88.0","2.0, 11.0, 32.0, 40.0",1.0,3.0,2.0,2.0,2.0,"-1.0, -1.0, -1.0, -1.0"
imple_10200.jpg,train_00000048.jpg,"119.0, 36.0, 38.0, 38.0","135.0, 42.0","146.0, 44.0","5.0, 10.0, 32.0, 38.0",1.0,3.0,2.0,2.0,4.0,"-1.0, -1.0, -1.0, -1.0"
imple_10201.jpg,train_00000049.jpg,"135.0, 84.0, 69.0, 69.0","158.0, 96.0","182.0, 99.0","6.0, 17.0, 59.0, 68.0",1.0,3.0,2.0,2.0,4.0,"-1.0, -1.0, -1.0, -1.0"
imple_10202.jpg,train_00000050.jpg,"158.0, 66.0, 41.0, 41.0","162.0, 74.0","175.0, 74.0","1.0, 12.0, 34.0, 41.0",1.0,3.0,2.0,2.0,2.0,"-1.0, -1.0, -1.0, -1.0"
imple_10203.jpg,train_00000051.jpg,"160.0, 134.0, 107.0, 107.0","190.0, 159.0","228.0, 161.0","8.0, 36.0, 98.0, 107.0",1.0,3.0,2.0,2.0,3.0,"-1.0, -1.0, -1.0, -1.0"
imple_10204.jpg,train_00000052.jpg,"132.0, 159.0, 145.0, 145.0","165.0, 189.0","223.0, 188.0","4.0, 44.0, 134.0, 145.0",1.0,3.0,2.0,2.0,3.0,"-1.0, -1.0, -1.0, -1.0"
imple_10205.jpg,train_00000053.jpg,"142.0, 88.0, 65.0, 65.0","148.0, 102.0","162.0, 99.0","1.0, 16.0, 48.0, 67.0",1.0,3.0,2.0,2.0,1.0,"-1.0, -1.0, -1.0, -1.0"
imple_10206.jpg,train_00000054.jpg,"163.0, 62.0, 60.0, 60.0","177.0, 74.0","194.0, 77.0","2.0, 16.0, 49.0, 61.0",1.0,3.0,2.0,2.0,2.0,"-1.0, -1.0, -1.0, -1.0"
imple_10207.jpg,train_00000055.jpg,"144.0, 116.0, 93.0, 93.0","167.0, 137.0","198.0, 141.0","2.0, 29.0, 81.0, 94.0",1.0,3.0,2.0,2.0,3.0,"-1.0, -1.0, -1.0, -1.0"
imple_10208.jpg,train_00000056.jpg,"123.0, 133.0, 61.0, 61.0","149.0, 146.0","164.0, 144.0","4.0, 18.0, 46.0, 62.0",1.0,3.0,2.0,2.0,4.0,"-1.0, -1.0, -1.0, -1.0"
imple_10209.jpg,train_00000057.jpg,"147.0, 114.0, 80.0, 80.0","166.0, 134.0","199.0, 129.0","3.0, 21.0, 78.0, 80.0",1.0,3.0,2.0,2.0,3.0,"-1.0, -1.0, -1.0, -1.0"
imple_10210.jpg,train_00000058.jpg,"161.0, 78.0, 38.0, 38.0","169.0, 87.0","182.0, 86.0","2.0, 12.0, 33.0, 38.0",1.0,3.0,2.0,2.0,3.0,"-1.0, -1.0, -1.0, -1.0"
imple_10211.jpg,train_00000059.jpg,"185.0, 58.0, 46.0, 46.0","192.0, 68.0","212.0, 67.0","1.0, 14.0, 43.0, 47.0",1.0,3.0,2.0,2.0,3.0,"-1.0, -1.0, -1.0, -1.0"
imple_10212.jpg,train_00000060.jpg,"143.0, 118.0, 112.0, 112.0","166.0, 145.0","211.0, 143.0","2.0, 35.0, 104.0, 109.0",1.0,3.0,2.0,2.0,3.0,"-1.0, -1.0, -1.0, -1.0"
imple_10213.jpg,train_00000061.jpg,"179.0, 48.0, 48.0, 48.0","190.0, 61.0","209.0, 59.0","1.0, 14.0, 45.0, 49.0",1.0,3.0,2.0,2.0,3.0,"-1.0, -1.0, -1.0, -1.0"
imple_10214.jpg,train_00000062.jpg,"95.0, 47.0, 40.0, 40.0","106.0, 57.0","123.0, 56.0","1.0, 13.0, 39.0, 41.0",1.0,3.0,2.0,2.0,3.0,"-1.0, -1.0, -1.0, -1.0"
imple_10215.jpg,train_00000063.jpg,"90.0, 64.0, 66.0, 66.0","106.0, 80.0","131.0, 81.0","1.0, 20.0, 58.0, 66.0",1.0,3.0,2.0,2.0,3.0,"-1.0, -1.0, -1.0, -1.0"
imple_10216.jpg,train_00000064.jpg,"68.0, 107.0, 118.0, 118.0","99.0, 134.0","147.0, 136.0","4.0, 36.0, 108.0, 120.0",1.0,3.0,2.0,2.0,3.0,"-1.0, -1.0, -1.0, -1.0"
imple_10217.jpg,train_00000065.jpg,"157.0, 186.0, 75.0, 75.0","168.0, 205.0","197.0, 201.0","2.0, 20.0, 67.0, 75.0",1.0,3.0,2.0,2.0,2.0,"-1.0, -1.0, -1.0, -1.0"
imple_10218.jpg,train_00000066.jpg,"150.0, 145.0, 86.0, 86.0","166.0, 169.0","202.0, 164.0","4.0, 23.0, 81.0, 86.0",1.0,3.0,2.0,2.0,3.0,"-1.0, -1.0, -1.0, -1.0"
imple_10219.jpg,train_00000067.jpg,"158.0, 101.0, 69.0, 69.0","175.0, 118.0","204.0, 116.0","2.0, 21.0, 64.0, 70.0",1.0,3.0,2.0,2.0,3.0,"-1.0, -1.0, -1.0, -1.0"
imple_10220.jpg,train_00000068.jpg,"158.0, 99.0, 77.0, 77.0","169.0, 121.0","194.0, 112.0","5.0, 16.0, 69.0, 78.0",1.0,3.0,2.0,2.0,2.0,"-1.0, -1.0, -1.0, -1.0"
imple_10221.jpg,train_00000069.jpg,"148.0, 88.0, 75.0, 75.0","160.0, 109.0","186.0, 108.0","2.0, 23.0, 66.0, 75.0",1.0,3.0,2.0,2.0,2.0,"-1.0, -1.0, -1.0, -1.0"
imple_10222.jpg,train_00000070.jpg,"116.0, 115.0, 95.0, 95.0","141.0, 140.0","182.0, 137.0","1.0, 31.0, 93.0, 94.0",1.0,3.0,2.0,2.0,3.0,"-1.0, -1.0, -1.0, -1.0"
imple_10223.jpg,train_00000071.jpg,"123.0, 108.0, 35.0, 35.0","134.0, 115.0","149.0, 118.0","2.0, 10.0, 31.0, 35.0",1.0,3.0,2.0,2.0,3.0,"-1.0, -1.0, -1.0, -1.0"
imple_10224.jpg,train_00000072.jpg,"177.0, 49.0, 35.0, 35.0","182.0, 58.0","193.0, 57.0","1.0, 11.0, 30.0, 35.0",1.0,3.0,2.0,2.0,2.0,"-1.0, -1.0, -1.0, -1.0"
imple_10225.jpg,train_00000073.jpg,"125.0, 48.0, 82.0, 82.0","144.0, 62.0","175.0, 65.0","4.0, 23.0, 66.0, 82.0",1.0,3.0,1.0,2.0,3.0,"2.0, 6.0, 63.0, 28.0"
imple_10226.jpg,train_00000074.jpg,"104.0, 91.0, 89.0, 89.0","121.0, 110.0","156.0, 115.0","3.0, 26.0, 80.0, 87.0",2.0,3.0,1.0,2.0,2.0,"-1.0, -1.0, -1.0, -1.0"
imple_10228.jpg,train_00000075.jpg,"90.0, 115.0, 132.0, 132.0","117.0, 141.0","178.0, 139.0","5.0, 38.0, 115.0, 130.0",1.0,3.0,1.0,2.0,3.0,"-1.0, -1.0, -1.0, -1.0"
imple_10229.jpg,train_00000076.jpg,"206.0, 57.0, 89.0, 89.0","220.0, 79.0","252.0, 73.0","3.0, 33.0, 83.0, 88.0",2.0,3.0,1.0,2.0,2.0,"-1.0, -1.0, -1.0, -1.0"
imple_10230.jpg,train_00000077.jpg,"19.0, 69.0, 184.0, 184.0","92.0, 103.0","155.0, 115.0","5.0, 56.0, 152.0, 178.0",1.0,3.0,1.0,1.0,3.0,"29.0, 2.0, 135.0, 76.0"
imple_10231.jpg,train_00000078.jpg,"52.0, 216.0, 142.0, 142.0","98.0, 239.0","147.0, 236.0","6.0, 42.0, 127.0, 143.0",1.0,3.0,2.0,2.0,3.0,"5.0, 10.0, 118.0, 36.0"
imple_10232.jpg,train_00000079.jpg,"75.0, 213.0, 187.0, 187.0","126.0, 240.0","202.0, 240.0","1.0, 54.0, 163.0, 187.0",1.0,3.0,2.0,2.0,3.0,"1.0, 8.0, 183.0, 67.0"
imple_10233.jpg,train_00000080.jpg,"92.0, 73.0, 140.0, 140.0","128.0, 99.0","185.0, 99.0","6.0, 65.0, 119.0, 140.0",1.0,1.0,2.0,3.0,3.0,"-1.0, -1.0, -1.0, -1.0"
imple_10234.jpg,train_00000081.jpg,"48.0, 82.0, 236.0, 236.0","103.0, 144.0","184.0, 143.0","2.0, 78.0, 185.0, 226.0",1.0,3.0,1.0,2.0,3.0,"21.0, 43.0, 149.0, 44.0"
imple_10235.jpg,train_00000082.jpg,"100.0, 68.0, 173.0, 173.0","132.0, 97.0","194.0, 96.0","7.0, 91.0, 123.0, 170.0",1.0,1.0,1.0,3.0,3.0,"-1.0, -1.0, -1.0, -1.0"
imple_10236.jpg,train_00000083.jpg,"101.0, 88.0, 87.0, 87.0","131.0, 108.0","169.0, 110.0","7.0, 23.0, 87.0, 87.0",1.0,3.0,2.0,3.0,3.0,"8.0, 4.0, 79.0, 31.0"
imple_10237.jpg,train_00000084.jpg,"133.0, 59.0, 61.0, 61.0","150.0, 71.0","175.0, 70.0","6.0, 17.0, 57.0, 62.0",1.0,3.0,1.0,2.0,3.0,"-1.0, -1.0, -1.0, -1.0"
imple_10239.jpg,train_00000085.jpg,"182.0, 57.0, 116.0, 116.0","219.0, 86.0","261.0, 86.0","6.0, 37.0, 103.0, 111.0",1.0,3.0,2.0,2.0,3.0,"-1.0, -1.0, -1.0, -1.0"
imple_10240.jpg,train_00000086.jpg,"135.0, 73.0, 47.0, 47.0","151.0, 82.0","167.0, 82.0","3.0, 11.0, 42.0, 47.0",1.0,3.0,1.0,2.0,3.0,"-1.0, -1.0, -1.0, -1.0"
imple_10242.jpg,train_00000087.jpg,"132.0, 50.0, 152.0, 152.0","166.0, 80.0","228.0, 75.0","5.0, 45.0, 133.0, 153.0",1.0,3.0,2.0,2.0,3.0,"-1.0, -1.0, -1.0, -1.0"
imple_10243.jpg,train_00000088.jpg,"18.0, 23.0, 93.0, 93.0","35.0, 44.0","75.0, 51.0","1.0, 27.0, 75.0, 87.0",1.0,3.0,2.0,3.0,3.0,"-1.0, -1.0, -1.0, -1.0"
imple_10244.jpg,train_00000089.jpg,"100.0, 90.0, 105.0, 105.0","130.0, 112.0","173.0, 112.0","3.0, 29.0, 104.0, 104.0",1.0,3.0,2.0,2.0,3.0,"-1.0, -1.0, -1.0, -1.0"
imple_10245.jpg,train_00000090.jpg,"116.0, 250.0, 57.0, 57.0","130.0, 265.0","153.0, 266.0","1.0, 17.0, 50.0, 55.0",1.0,3.0,2.0,2.0,3.0,"-1.0, -1.0, -1.0, -1.0"
imple_10246.jpg,train_00000091.jpg,"102.0, 128.0, 54.0, 54.0","111.0, 140.0","124.0, 131.0","13.0, 1.0, 54.0, 55.0",1.0,3.0,2.0,3.0,2.0,"-1.0, -1.0, -1.0, -1.0"
imple_10247.jpg,train_00000092.jpg,"176.0, 59.0, 95.0, 95.0","197.0, 82.0","238.0, 77.0","2.0, 28.0, 95.0, 88.0",1.0,3.0,2.0,2.0,3.0,"-1.0, -1.0, -1.0, -1.0"
imple_10251.jpg,train_00000093.jpg,"18.0, 32.0, 102.0, 102.0","45.0, 54.0","84.0, 52.0","2.0, 25.0, 91.0, 103.0",1.0,3.0,2.0,2.0,3.0,"-1.0, -1.0, -1.0, -1.0"
imple_10253.jpg,train_00000094.jpg,"78.0, 90.0, 95.0, 95.0","130.0, 110.0","-1.0, -1.0","11.0, 25.0, 76.0, 97.0",1.0,3.0,2.0,2.0,5.0,"-1.0, -1.0, -1.0, -1.0"
imple_10254.jpg,train_00000095.jpg,"65.0, 219.0, 186.0, 186.0","116.0, 257.0","190.0, 261.0","5.0, 56.0, 171.0, 187.0",1.0,3.0,2.0,2.0,3.0,"-1.0, -1.0, -1.0, -1.0"
imple_10255.jpg,train_00000096.jpg,"120.0, 146.0, 87.0, 87.0","142.0, 161.0","173.0, 163.0","3.0, 26.0, 69.0, 88.0",1.0,3.0,2.0,1.0,3.0,"-1.0, -1.0, -1.0, -1.0"
imple_10256.jpg,train_00000097.jpg,"53.0, 119.0, 174.0, 174.0","95.0, 150.0","165.0, 147.0","7.0, 47.0, 142.0, 173.0",1.0,3.0,1.0,1.0,3.0,"-1.0, -1.0, -1.0, -1.0"
imple_10257.jpg,train_00000098.jpg,"129.0, 64.0, 67.0, 67.0","143.0, 75.0","169.0, 75.0","2.0, 14.0, 56.0, 68.0",1.0,3.0,1.0,1.0,3.0,"-1.0, -1.0, -1.0, -1.0"
imple_10258.jpg,train_00000099.jpg,"131.0, 78.0, 50.0, 50.0","147.0, 88.0","169.0, 87.0","2.0, 11.0, 50.0, 51.0",1.0,3.0,1.0,3.0,3.0,"-1.0, -1.0, -1.0, -1.0"
imple_10259.jpg,train_00000100.jpg,"222.0, 109.0, 64.0, 64.0","231.0, 125.0","254.0, 123.0","6.0, 19.0, 59.0, 64.0",1.0,3.0,2.0,3.0,2.0,"-1.0, -1.0, -1.0, -1.0"
imple_10260.jpg,train_00000101.jpg,"71.0, 106.0, 189.0, 189.0","112.0, 155.0","188.0, 154.0","6.0, 74.0, 162.0, 183.0",1.0,3.0,2.0,1.0,3.0,"-1.0, -1.0, -1.0, -1.0"
imple_10262.jpg,train_00000102.jpg,"174.0, 64.0, 107.0, 107.0","200.0, 91.0","246.0, 94.0","1.0, 34.0, 101.0, 108.0",1.0,3.0,2.0,3.0,3.0,"-1.0, -1.0, -1.0, -1.0"
imple_10263.jpg,train_00000103.jpg,"78.0, 199.0, 125.0, 125.0","105.0, 232.0","139.0, 230.0","1.0, 33.0, 109.0, 127.0",1.0,3.0,2.0,3.0,3.0,"-1.0, -1.0, -1.0, -1.0"
imple_10264.jpg,train_00000104.jpg,"144.0, 62.0, 115.0, 115.0","177.0, 89.0","222.0, 87.0","1.0, 37.0, 116.0, 117.0",1.0,3.0,2.0,1.0,3.0,"-1.0, -1.0, -1.0, -1.0"
imple_10265.jpg,train_00000105.jpg,"55.0, 85.0, 71.0, 71.0","89.0, 101.0","115.0, 103.0","11.0, 22.0, 72.0, 72.0",1.0,3.0,2.0,1.0,3.0,"15.0, 4.0, 54.0, 22.0"
imple_10268.jpg,train_00000106.jpg,"24.0, 58.0, 74.0, 74.0","53.0, 75.0","85.0, 81.0","2.0, 18.0, 68.0, 72.0",1.0,3.0,2.0,1.0,3.0,"-1.0, -1.0, -1.0, -1.0"
imple_10269.jpg,train_00000107.jpg,"122.0, 75.0, 120.0, 120.0","151.0, 102.0","203.0, 90.0","7.0, 27.0, 117.0, 121.0",1.0,3.0,1.0,1.0,3.0,"-1.0, -1.0, -1.0, -1.0"
imple_10270.jpg,train_00000108.jpg,"7.0, 74.0, 284.0, 284.0","79.0, 136.0","193.0, 133.0","6.0, 76.0, 272.0, 286.0",1.0,3.0,1.0,1.0,3.0,"-1.0, -1.0, -1.0, -1.0"
imple_10272.jpg,train_00000109.jpg,"68.0, 62.0, 117.0, 117.0","114.0, 96.0","156.0, 94.0","7.0, 40.0, 114.0, 115.0",1.0,3.0,2.0,2.0,3.0,"-1.0, -1.0, -1.0, -1.0"
imple_10273.jpg,train_00000110.jpg,"146.0, 55.0, 50.0, 50.0","163.0, 71.0","186.0, 70.0","4.0, 17.0, 51.0, 50.0",1.0,3.0,1.0,2.0,3.0,"-1.0, -1.0, -1.0, -1.0"
imple_10274.jpg,train_00000111.jpg,"158.0, 71.0, 53.0, 53.0","167.0, 90.0","179.0, 77.0","10.0, 8.0, 54.0, 53.0",1.0,3.0,1.0,1.0,2.0,"-1.0, -1.0, -1.0, -1.0"
imple_10275.jpg,train_00000112.jpg,"144.0, 70.0, 41.0, 41.0","149.0, 80.0","162.0, 76.0","3.0, 11.0, 38.0, 42.0",1.0,3.0,1.0,2.0,2.0,"-1.0, -1.0, -1.0, -1.0"
imple_10276.jpg,train_00000113.jpg,"136.0, 199.0, 74.0, 74.0","151.0, 213.0","176.0, 216.0","5.0, 16.0, 58.0, 70.0",1.0,3.0,1.0,2.0,2.0,"-1.0, -1.0, -1.0, -1.0"
imple_10277.jpg,train_00000114.jpg,"59.0, 70.0, 111.0, 111.0","113.0, 92.0","153.0, 94.0","16.0, 24.0, 110.0, 112.0",1.0,3.0,2.0,3.0,3.0,"-1.0, -1.0, -1.0, -1.0"
imple_10278.jpg,train_00000115.jpg,"135.0, 153.0, 50.0, 50.0","149.0, 169.0","170.0, 168.0","7.0, 20.0, 41.0, 50.0",1.0,3.0,2.0,1.0,3.0,"-1.0, -1.0, -1.0, -1.0"
imple_10280.jpg,train_00000116.jpg,"53.0, 49.0, 190.0, 190.0","116.0, 103.0","198.0, 92.0","23.0, 57.0, 190.0, 185.0",1.0,3.0,1.0,1.0,3.0,"28.0, 58.0, 153.0, 33.0"
